id;province_type;R;G;B;x;y;province_terrain
PRV001607;land;4;134;11;1367.4;590.02;hills
PRV001608;land;83;99;58;1359.4;482.51;mountain
PRV001609;land;115;83;168;1381.45;578.64;hills
PRV001610;land;9;61;61;1341.64;558.45;hills
PRV001611;land;182;15;253;1381.36;515.94;mountain
PRV001612;land;62;1;33;1317.79;557.36;mountain
PRV001613;land;152;203;66;1405.31;541.64;hills
PRV001614;land;202;90;141;1317.27;504.88;mountain
PRV001615;land;246;156;42;1391.2;489.81;mountain
PRV001616;land;66;180;105;1376.58;542.8;hills
PRV001617;land;27;126;33;1362.58;567.53;hills
PRV001618;land;153;231;241;1340.61;495.02;mountain
PRV001619;land;4;234;53;1412.52;512.66;mountain
PRV001620;land;196;42;137;1395.28;562.37;hills
PRV001621;land;41;48;228;1344.47;521.85;mountain
PRV001622;land;230;3;108;620.38;689.73;forest
PRV001623;land;168;173;208;602.39;666.61;forest
PRV001624;land;69;70;88;573.16;669.04;forest
PRV001625;land;90;225;170;642.81;681.39;plains
PRV001626;land;71;78;118;585.98;636.32;forest
PRV001627;land;149;144;98;659.28;675.39;plains
PRV001628;land;4;185;192;623.21;641.73;plains
PRV001629;land;198;12;62;651.88;653.03;plains
PRV001630;land;199;11;219;628.62;667.26;forest
PRV001631;land;9;108;199;644.74;699.29;forest
PRV001632;land;66;181;99;590.85;696.66;forest
PRV001633;land;16;2;44;204.82;433.99;plains
PRV001634;land;60;88;7;223.42;408.38;plains
PRV001635;land;214;68;98;292.93;467.72;plains
PRV001636;land;32;110;38;280.13;410.68;plains
PRV001637;land;134;35;97;193.58;451.94;plains
PRV001638;land;77;243;11;259.5;449.93;plains
PRV001639;land;50;34;249;265.88;394.91;plains
PRV001640;land;122;193;244;242.84;388.44;plains
PRV001641;land;3;249;136;221.83;459.78;plains
PRV001642;land;80;174;128;226.91;433.13;plains
PRV001643;land;236;107;250;249.34;421.33;plains
PRV001644;land;7;68;204;240.23;474.72;plains
PRV001645;land;129;165;37;290.27;441.8;plains
PRV001646;land;106;195;156;263.48;484.21;plains
PRV001647;land;98;209;247;751.57;641.48;plains
PRV001648;land;89;7;141;724.53;643.59;plains
PRV001649;land;173;111;155;733.43;664.38;plains
PRV001650;land;81;128;65;738.7;682.4;plains
PRV001651;land;58;5;209;756.18;691.0;plains
PRV001652;land;191;27;4;711.4;669.57;plains
PRV001653;land;122;66;253;698.23;649.45;plains
PRV001654;land;204;22;14;686.05;665.18;plains
PRV001655;land;67;219;241;764.81;658.97;plains
PRV001656;land;218;138;219;1650.51;866.03;hills
PRV001657;land;229;151;20;1607.33;808.9;plains
PRV001658;land;253;106;102;1579.29;794.91;plains
PRV001659;land;150;192;86;1589.4;886.58;hills
PRV001660;land;111;168;198;1562.89;842.84;hills
PRV001661;land;79;90;6;1626.51;838.13;hills
PRV001662;land;146;6;1;954.95;718.46;forest
PRV001663;land;214;164;140;1036.79;754.88;hills
PRV001664;land;50;234;12;964.94;823.03;plains
PRV001665;land;54;10;3;950.82;805.79;plains
PRV001666;land;50;51;156;1019.96;783.49;plains
PRV001667;land;208;121;13;940.05;765.45;plains
PRV001668;land;225;174;77;1020.75;750.07;hills
PRV001669;land;131;101;213;962.43;784.51;plains
PRV001670;land;237;175;46;936.13;785.24;plains
PRV001671;land;250;65;117;925.05;750.1;plains
PRV001672;land;158;237;85;914.57;764.26;plains
PRV001673;land;169;65;183;981.45;805.19;plains
PRV001674;land;182;8;63;1002.62;795.5;plains
PRV001675;land;4;95;12;958.52;756.61;plains
PRV001676;land;31;119;85;976.51;767.0;plains
PRV001677;land;66;194;9;992.1;776.6;plains
PRV001678;land;14;181;87;1010.62;766.16;plains
PRV001679;land;220;106;180;957.35;734.19;forest
PRV001680;land;129;11;33;975.66;737.87;forest
PRV001681;land;80;179;60;941.75;738.7;plains
PRV001682;land;166;211;25;994.72;747.25;hills
PRV001683;land;240;35;8;1775.27;605.15;plains
PRV001684;land;7;248;27;1758.71;664.13;plains
PRV001685;land;246;113;29;1819.1;633.63;plains
PRV001686;land;236;66;163;1791.35;577.88;plains
PRV001687;land;226;172;20;1790.82;647.18;plains
PRV001688;land;228;95;79;1816.15;593.96;plains
PRV001689;land;150;204;168;1808.51;607.32;plains
PRV001690;land;204;56;36;1818.38;653.64;plains
PRV001691;land;147;194;132;1816.07;556.18;forest
PRV001692;land;151;13;196;1849.66;623.9;forest
PRV001693;land;16;125;205;1829.43;612.34;plains
PRV001694;land;43;149;208;1812.95;575.74;plains
PRV001695;land;90;31;142;1836.18;583.87;forest
PRV001696;land;63;190;226;1726.27;414.68;forest
PRV001697;land;197;196;91;1705.27;469.32;plains
PRV001698;land;66;169;55;1677.53;469.9;mountain
PRV001699;land;152;53;41;1696.85;433.02;plains
PRV001700;land;0;22;219;1676.68;415.61;mountain
PRV001701;land;232;102;24;1765.98;472.7;forest
PRV001702;land;76;172;49;1660.4;424.07;mountain
PRV001703;land;199;233;100;1743.99;486.55;plains
PRV001704;land;3;135;119;1703.83;515.25;plains
PRV001705;land;141;108;224;1735.66;522.79;plains
PRV001706;land;68;0;241;1725.43;448.5;forest
PRV001707;land;170;221;42;1781.28;464.97;forest
PRV001708;land;21;97;63;1686.68;512.45;plains
PRV001709;land;168;18;27;1697.28;401.12;forest
PRV001710;land;200;162;244;1753.14;447.11;forest
PRV001711;land;101;58;224;1755.38;419.71;forest
PRV001712;land;113;120;96;1095.46;241.03;hills
PRV001713;land;50;74;106;1055.47;265.43;hills
PRV001714;land;247;82;24;1079.94;267.18;hills
PRV001715;land;31;116;244;1102.92;283.86;urban
PRV001716;land;192;94;17;1089.96;313.75;urban
PRV001717;land;34;42;186;1066.32;238.88;hills
PRV001718;land;177;137;174;1041.31;237.89;hills
PRV001719;land;241;165;230;1031.04;315.3;hills
PRV001720;land;129;67;6;1031.64;256.74;hills
PRV001721;land;251;93;149;982.07;284.3;hills
PRV001722;land;240;80;12;1057.22;331.14;hills
PRV001723;land;193;40;145;987.99;252.68;plains
PRV001724;land;217;195;8;1012.4;269.84;hills
PRV001725;land;72;42;184;1048.21;289.28;hills
PRV001726;land;76;97;107;1005.01;299.84;hills
PRV001727;land;135;55;246;1845.54;14.37;forest
PRV001728;land;36;196;77;1820.52;52.56;forest
PRV001729;land;196;7;91;1821.72;20.3;forest
PRV001730;land;117;169;253;1897.33;58.79;forest
PRV001731;land;142;61;88;1866.06;82.29;forest
PRV001732;land;232;17;174;1895.05;9.4;forest
PRV001733;land;37;34;37;1878.41;26.08;forest
PRV001734;land;51;92;184;1846.17;36.08;forest
PRV001735;land;189;158;247;1868.56;50.28;forest
PRV001736;land;97;31;123;1931.87;431.56;mountain
PRV001737;land;179;177;241;1967.2;411.0;hills
PRV001738;land;253;209;230;2001.38;433.67;hills
PRV001739;land;27;98;216;1542.69;122.52;forest
PRV001740;land;100;104;37;1517.45;190.74;mountain
PRV001741;land;87;251;87;1586.28;117.26;hills
PRV001742;land;232;200;137;1555.39;101.55;forest
PRV001743;land;195;105;72;1519.55;120.19;forest
PRV001744;land;33;78;49;1549.36;148.02;mountain
PRV001745;land;17;176;169;1486.02;118.38;forest
PRV001746;land;86;238;186;1522.39;158.61;mountain
PRV001747;land;178;21;19;1504.2;104.68;forest
PRV001748;land;66;182;175;1537.6;169.46;mountain
PRV001749;land;80;207;115;1472.65;109.75;forest
PRV001750;land;92;171;121;1484.68;94.23;forest
PRV001751;land;221;143;1;1518.59;139.63;forest
PRV001752;land;96;181;156;1492.55;151.32;hills
PRV001753;land;201;54;167;1504.98;169.72;mountain
PRV001754;land;49;194;153;1498.0;131.49;forest
PRV001755;land;105;54;145;1567.75;132.57;hills
PRV001756;land;182;210;31;1528.91;102.04;forest
PRV001757;land;124;12;169;2452.25;1011.91;hills
PRV001758;land;63;11;193;2442.64;980.09;hills
PRV001759;land;138;125;66;2387.26;979.44;mountain
PRV001760;land;102;67;193;2376.61;949.31;mountain
PRV001761;land;53;15;198;2458.71;947.38;plains
PRV001762;land;21;150;132;2406.92;1007.54;mountain
PRV001763;land;195;166;37;2408.67;1043.41;mountain
PRV001764;land;201;88;66;2423.83;912.26;mountain
PRV001765;land;0;209;141;1369.36;78.49;forest
PRV001766;land;77;44;161;1405.68;95.92;forest
PRV001767;land;179;133;244;1456.54;104.85;forest
PRV001768;land;218;17;195;1395.3;74.8;forest
PRV001769;land;151;32;246;1440.72;90.78;forest
PRV001770;land;190;132;104;1377.0;124.13;hills
PRV001771;land;111;200;167;1400.66;137.27;hills
PRV001772;land;115;38;130;1418.79;122.91;forest
PRV001773;land;39;110;24;1439.43;113.82;forest
PRV001774;land;159;115;180;1423.89;105.1;forest
PRV001775;land;158;123;86;1382.96;99.16;hills
PRV001776;land;32;15;51;1462.03;85.36;forest
PRV001777;land;136;174;169;1356.59;107.39;hills
PRV001778;land;213;64;107;1420.87;79.08;forest
PRV001779;land;178;240;31;1400.11;116.79;hills
PRV001780;land;133;211;29;1987.94;882.19;plains
PRV001781;land;216;78;231;2055.74;878.01;plains
PRV001782;land;186;128;70;2074.4;896.56;plains
PRV001783;land;146;202;45;1968.56;813.06;plains
PRV001784;land;228;81;21;2000.12;806.71;plains
PRV001785;land;8;97;159;2041.39;856.33;plains
PRV001786;land;211;91;51;1983.3;788.84;plains
PRV001787;land;102;185;224;2015.89;831.09;plains
PRV001788;land;68;180;86;1970.92;797.17;plains
PRV001789;land;232;219;167;2020.72;914.37;plains
PRV001790;land;167;79;180;1986.12;801.72;plains
PRV001791;land;110;32;255;1996.72;859.97;plains
PRV001792;land;184;47;184;1996.58;835.06;plains
PRV001793;land;148;196;254;1976.81;779.77;plains
PRV001794;land;15;177;212;2077.34;911.57;plains
PRV001795;land;178;51;54;1978.79;825.13;plains
PRV001796;land;192;133;5;2007.3;819.31;plains
PRV001797;land;126;200;108;1976.89;857.81;plains
PRV001798;land;158;144;109;1991.2;816.33;plains
PRV001799;land;166;145;124;2026.78;843.5;plains
PRV001800;land;227;135;188;1187.75;1000.81;hills
PRV001801;land;216;164;119;1171.73;1010.75;hills
PRV001802;land;59;240;204;1177.24;1030.96;hills
PRV001803;land;248;105;165;1160.34;1047.73;plains
PRV001804;land;229;30;233;1159.3;994.31;hills
PRV001805;land;229;88;233;1155.25;1020.48;plains
PRV001806;land;10;56;146;1169.45;976.7;hills
PRV001807;land;1;103;81;1200.2;1028.71;hills
PRV001808;land;200;199;124;1918.68;1359.38;plains
PRV001809;land;239;249;56;2001.02;1407.04;plains
PRV001810;land;122;253;99;1955.38;1370.2;plains
PRV001811;land;227;79;168;1942.34;1416.71;plains
PRV001812;land;148;214;161;1959.61;1331.39;plains
PRV001813;land;116;61;77;1988.83;1453.4;plains
PRV001814;land;205;139;90;1502.29;253.95;mountain
PRV001815;land;19;39;160;1538.02;217.09;mountain
PRV001816;land;224;242;13;1468.07;275.21;forest
PRV001817;land;168;198;29;1524.64;224.96;mountain
PRV001818;land;160;206;48;1553.44;226.01;mountain
PRV001819;land;63;14;251;1446.15;252.53;forest
PRV001820;land;163;26;191;1448.62;275.47;forest
PRV001821;land;80;220;141;1443.34;290.97;forest
PRV001822;land;71;182;76;1446.13;306.44;forest
PRV001823;land;116;62;65;1518.53;240.41;mountain
PRV001824;land;131;51;19;1499.99;298.25;forest
PRV001825;land;212;131;80;1466.62;240.24;mountain
PRV001826;land;160;238;210;1494.51;280.09;forest
PRV001827;land;4;4;38;1492.59;231.82;hills
PRV001828;land;135;188;211;1520.72;292.95;mountain
PRV001829;land;216;142;91;1478.71;302.02;forest
PRV001830;land;18;185;221;1461.37;298.61;forest
PRV001831;land;184;235;49;1525.64;266.94;mountain
PRV001832;land;220;53;154;1482.56;259.78;forest
PRV001833;land;167;67;95;1542.13;246.97;mountain
PRV001834;land;93;189;114;2028.49;293.89;forest
PRV001835;land;59;101;123;1988.19;279.82;forest
PRV001836;land;129;169;199;2001.28;216.91;forest
PRV001837;land;249;245;57;1978.55;340.5;forest
PRV001838;land;40;25;82;2022.72;246.02;forest
PRV001839;land;118;249;156;1269.6;39.86;forest
PRV001840;land;89;122;224;1209.48;17.75;forest
PRV001841;land;136;109;5;1231.3;16.01;forest
PRV001842;land;166;199;9;1290.82;7.77;forest
PRV001843;land;197;134;165;1253.1;6.69;forest
PRV001844;land;130;244;243;1287.78;34.42;forest
PRV001845;land;7;128;177;1240.03;52.0;mountain
PRV001846;land;228;163;200;1273.29;14.17;forest
PRV001847;land;224;168;86;1254.98;24.73;forest
PRV001848;land;228;14;102;1273.63;59.75;mountain
PRV001849;land;54;246;130;1244.33;39.1;forest
PRV001850;land;45;230;198;1715.57;571.04;plains
PRV001851;land;229;46;202;1687.38;587.07;plains
PRV001852;land;67;93;47;1770.94;535.55;plains
PRV001853;land;107;17;31;1790.91;550.93;plains
PRV001854;land;121;234;199;1751.99;640.97;plains
PRV001855;land;247;118;104;1758.85;553.38;plains
PRV001856;land;154;209;239;1678.59;558.69;plains
PRV001857;land;77;150;98;1733.89;555.66;plains
PRV001858;land;114;71;76;1775.98;561.9;plains
PRV001859;land;47;194;113;1747.69;601.93;plains
PRV001860;land;203;220;128;1704.04;612.79;plains
PRV001861;land;90;137;173;548.27;674.65;forest
PRV001862;land;156;52;70;511.31;768.98;plains
PRV001863;land;235;108;252;523.13;693.98;forest
PRV001864;land;29;165;35;548.8;694.45;forest
PRV001865;land;251;242;62;501.75;724.17;forest
PRV001866;land;213;160;143;510.0;747.6;forest
PRV001867;land;6;183;235;497.91;697.97;forest
PRV001868;land;132;20;2;541.39;770.59;forest
PRV001869;land;31;232;223;563.51;717.05;forest
PRV001870;land;152;51;202;559.65;750.08;forest
PRV001871;land;158;107;101;534.73;728.85;forest
PRV001872;land;219;226;9;1842.91;455.06;hills
PRV001873;land;255;32;213;1797.11;437.72;forest
PRV001874;land;162;173;112;1808.13;397.97;forest
PRV001875;land;218;6;142;1889.71;377.59;mountain
PRV001876;land;51;203;57;1872.86;436.85;mountain
PRV001877;land;118;77;31;1937.75;363.5;hills
PRV001878;land;244;174;228;1852.44;398.11;mountain
PRV001879;land;107;124;122;1914.4;401.99;mountain
PRV001880;land;34;183;33;952.75;379.77;hills
PRV001881;land;2;237;69;964.5;435.54;hills
PRV001882;land;132;198;94;890.37;398.72;forest
PRV001883;land;244;245;104;935.58;333.43;forest
PRV001884;land;16;45;207;909.01;378.49;forest
PRV001885;land;213;49;142;935.17;361.8;forest
PRV001886;land;87;37;154;890.78;422.13;mountain
PRV001887;land;188;116;169;965.9;409.29;hills
PRV001888;land;84;130;205;116.8;1496.77;plains
PRV001889;land;64;215;179;88.55;1506.43;desert
PRV001890;land;248;49;160;399.06;1464.02;plains
PRV001891;land;161;85;207;30.55;1495.92;plains
PRV001892;land;144;87;132;94.59;1448.32;plains
PRV001893;land;0;142;189;58.36;1444.09;plains
PRV001894;land;190;180;95;142.31;1611.0;urban
PRV001895;land;210;86;175;213.0;1472.1;plains
PRV001896;land;151;180;28;13.31;1456.85;plains
PRV001897;land;171;25;132;57.9;1489.04;plains
PRV001898;land;75;172;38;35.82;1537.15;desert
PRV001899;land;98;234;79;155.73;1462.64;plains
PRV001900;land;197;54;37;104.66;1604.75;desert
PRV001901;land;30;182;248;208.98;1520.53;desert
PRV001902;land;217;125;123;71.51;1467.51;plains
PRV001903;land;54;130;53;10.76;1513.81;desert
PRV001904;land;8;172;184;130.05;1566.17;desert
PRV001905;land;208;85;152;14.39;1685.56;desert
PRV001906;land;109;21;121;158.96;1585.14;desert
PRV001907;land;183;215;40;135.39;1637.13;urban
PRV001908;land;14;68;18;14.37;1560.43;desert
PRV001909;land;98;122;81;168.73;1552.71;desert
PRV001910;land;210;125;212;181.63;1523.53;desert
PRV001911;land;57;18;33;108.09;1532.31;desert
PRV001912;land;245;164;4;40.44;1459.62;plains
PRV001913;land;141;18;66;137.22;1529.08;desert
PRV001914;land;205;205;153;65.95;1546.35;desert
PRV001915;land;240;239;20;232.59;1506.97;desert
PRV001916;land;156;192;21;88.23;1487.6;plains
PRV001917;land;174;132;130;55.85;1609.81;desert
PRV001918;land;62;9;141;82.43;1526.23;desert
PRV001919;land;116;112;50;150.49;1498.41;plains
PRV001920;land;172;253;254;46.07;1685.22;desert
PRV001921;land;123;222;134;204.77;1495.93;desert
PRV001922;land;161;61;91;61.69;1653.04;desert
PRV001923;land;98;204;239;106.07;1574.84;desert
PRV001924;land;254;125;105;48.89;1570.47;desert
PRV001925;land;54;92;139;245.39;1488.46;plains
PRV001926;land;135;32;214;97.09;1469.09;plains
PRV001927;land;54;150;31;77.75;1583.38;desert
PRV001928;land;185;195;59;58.53;1515.94;desert
PRV001929;land;25;8;111;19.89;1639.23;desert
PRV001930;land;73;224;194;90.47;1554.21;desert
PRV001931;land;255;184;235;18.71;1597.53;desert
PRV001932;land;90;86;113;181.23;1477.28;plains
PRV001933;land;239;62;38;123.98;1463.23;plains
PRV001934;land;27;27;125;22.57;1726.26;desert
PRV001935;land;181;108;55;91.35;1636.6;desert
PRV001936;land;47;85;56;1925.65;764.99;plains
PRV001937;land;63;66;29;1946.7;806.81;plains
PRV001938;land;218;206;226;1897.9;791.76;plains
PRV001939;land;222;209;8;1927.5;839.48;plains
PRV001940;land;139;117;201;1908.09;771.39;plains
PRV001941;land;202;128;142;1950.64;823.57;plains
PRV001942;land;120;72;88;1964.63;771.32;plains
PRV001943;land;21;3;179;1938.75;790.69;plains
PRV001944;land;169;80;80;1913.2;786.22;plains
PRV001945;land;232;225;2;1942.66;772.41;plains
PRV001946;land;94;229;137;1920.99;801.71;plains
PRV001947;land;76;125;77;1926.53;780.2;plains
PRV001948;land;254;9;149;1957.54;787.86;plains
PRV001949;land;250;190;211;1869.64;720.64;plains
PRV001950;land;93;190;59;1844.35;745.98;plains
PRV001951;land;240;102;231;1854.69;730.89;plains
PRV001952;land;199;225;161;1864.65;751.1;plains
PRV001953;land;211;40;154;1887.86;755.26;plains
PRV001954;land;229;226;123;1830.91;726.29;plains
PRV001955;land;146;44;237;1872.46;766.38;plains
PRV001956;land;251;25;104;1838.17;766.72;plains
PRV001957;land;173;212;180;1886.95;777.1;plains
PRV001958;land;192;21;237;1876.23;737.28;plains
PRV001959;land;139;104;88;1051.2;59.58;forest
PRV001960;land;79;230;131;1073.27;9.58;forest
PRV001961;land;115;147;198;1051.13;76.19;mountain
PRV001962;land;153;37;79;1057.61;26.46;forest
PRV001963;land;47;227;97;1006.09;26.82;forest
PRV001964;land;27;158;251;1052.02;9.01;forest
PRV001965;land;128;35;149;1070.7;39.09;forest
PRV001966;land;141;150;191;1026.35;35.99;forest
PRV001967;land;174;252;186;1013.77;8.85;forest
PRV001968;land;213;225;145;1088.45;17.58;forest
PRV001969;land;14;121;10;988.79;8.24;forest
PRV001970;land;53;144;96;1043.02;45.1;forest
PRV001971;land;242;145;236;1034.02;13.5;forest
PRV001972;land;239;194;66;900.04;129.55;mountain
PRV001973;land;57;110;130;924.01;171.36;plains
PRV001974;land;253;183;170;865.46;192.16;forest
PRV001975;land;189;176;3;949.27;188.4;plains
PRV001976;land;130;205;234;972.32;173.57;plains
PRV001977;land;188;2;38;930.14;151.42;mountain
PRV001978;land;206;238;15;956.73;169.1;plains
PRV001979;land;241;2;148;929.28;190.25;plains
PRV001980;land;230;71;83;938.9;210.5;plains
PRV001981;land;18;92;122;996.11;195.12;hills
PRV001982;land;122;208;10;914.91;141.85;mountain
PRV001983;land;90;54;163;848.97;168.9;mountain
PRV001984;land;63;50;195;901.15;163.38;mountain
PRV001985;land;96;54;34;944.41;163.87;hills
PRV001986;land;213;43;71;979.97;188.62;plains
PRV001987;land;86;68;187;899.26;189.3;forest
PRV001988;land;181;175;73;885.3;142.54;mountain
PRV001989;land;187;32;21;964.44;184.46;plains
PRV001990;land;140;164;194;964.29;204.21;plains
PRV001991;land;123;206;247;885.13;217.47;forest
PRV001992;land;17;39;51;859.48;144.22;mountain
PRV001993;land;82;165;22;874.08;124.72;mountain
PRV001994;land;163;169;216;914.85;209.74;forest
PRV001995;land;141;143;38;876.13;165.32;mountain
PRV001996;land;218;187;58;956.02;217.34;plains
PRV001997;land;201;176;108;984.57;593.17;forest
PRV001998;land;137;139;75;1034.85;581.82;mountain
PRV001999;land;151;148;153;1012.46;537.65;hills
PRV002000;land;60;147;51;1000.01;576.64;mountain
PRV002001;land;5;108;56;1023.14;559.58;hills
PRV002002;land;216;227;36;952.96;600.94;forest
PRV002003;land;203;75;242;1001.58;556.18;hills
PRV002004;land;181;163;126;1031.23;532.49;mountain
PRV002005;land;79;183;142;1009.66;589.07;mountain
PRV002006;land;39;223;162;1044.74;559.37;hills
PRV002007;land;100;194;3;1159.18;135.54;hills
PRV002008;land;172;229;193;1189.03;158.44;hills
PRV002009;land;231;54;99;1173.0;179.97;hills
PRV002010;land;196;62;193;1127.86;198.28;hills
PRV002011;land;181;191;159;1182.26;134.85;hills
PRV002012;land;221;60;115;1169.57;118.04;hills
PRV002013;land;121;69;161;1140.93;171.73;plains
PRV002014;land;97;235;189;1180.93;197.0;hills
PRV002015;land;202;129;115;1162.58;158.32;hills
PRV002016;land;54;247;169;1139.34;139.74;hills
PRV002017;land;109;241;21;1201.88;133.64;hills
PRV002018;land;78;124;35;693.85;579.5;plains
PRV002019;land;78;37;99;712.84;624.0;plains
PRV002020;land;10;119;184;691.21;622.48;plains
PRV002021;land;193;193;127;712.13;572.51;plains
PRV002022;land;180;63;191;676.15;585.65;plains
PRV002023;land;121;22;40;672.15;644.46;plains
PRV002024;land;61;173;23;670.16;616.39;plains
PRV002025;land;114;254;254;712.81;599.22;plains
PRV002026;land;218;45;6;1237.12;504.95;hills
PRV002027;land;161;2;38;1251.03;490.56;hills
PRV002028;land;144;99;91;1272.39;499.6;hills
PRV002029;land;71;204;70;1297.54;504.0;mountain
PRV002030;land;15;101;15;1291.57;557.42;mountain
PRV002031;land;154;98;80;1222.78;550.95;mountain
PRV002032;land;97;132;249;1230.15;525.28;mountain
PRV002033;land;231;21;35;1266.27;568.53;mountain
PRV002034;land;117;13;82;1274.21;527.38;mountain
PRV002035;land;77;43;80;1254.09;520.56;mountain
PRV002036;land;46;249;113;1286.52;502.48;mountain
PRV002037;land;214;230;193;1237.69;570.4;mountain
PRV002038;land;243;168;81;1257.7;546.55;mountain
PRV002039;land;225;158;50;1292.98;531.01;mountain
PRV002040;land;159;176;240;373.84;351.15;plains
PRV002041;land;131;148;202;362.52;318.26;plains
PRV002042;land;181;136;181;387.72;292.58;plains
PRV002043;land;107;214;246;428.74;335.18;urban
PRV002044;land;116;116;103;404.21;377.58;plains
PRV002045;land;6;234;154;441.35;367.46;plains
PRV002046;land;64;108;85;432.12;304.75;urban
PRV002047;land;84;124;61;465.44;334.35;plains
PRV002048;land;234;199;76;394.65;322.76;plains
PRV002049;land;24;90;26;402.88;352.16;plains
PRV002050;land;91;216;178;468.32;624.61;forest
PRV002051;land;133;145;188;552.33;623.12;forest
PRV002052;land;55;96;41;543.41;641.4;forest
PRV002053;land;8;195;9;487.82;580.42;forest
PRV002054;land;174;128;103;465.54;663.05;forest
PRV002055;land;32;191;123;529.27;658.62;forest
PRV002056;land;132;216;249;499.12;659.76;forest
PRV002057;land;168;244;172;511.72;614.89;forest
PRV002058;land;144;151;111;2184.69;974.89;plains
PRV002059;land;103;71;25;2194.79;953.28;plains
PRV002060;land;41;251;187;2223.03;959.09;plains
PRV002061;land;58;39;120;2214.14;939.7;plains
PRV002062;land;231;226;163;2186.78;916.78;hills
PRV002063;land;27;81;245;2202.79;885.08;hills
PRV002064;land;110;166;13;2213.79;908.42;hills
PRV002065;land;41;192;159;2246.22;1029.82;plains
PRV002066;land;234;2;240;2225.75;1002.47;plains
PRV002067;land;137;213;119;2224.07;979.18;plains
PRV002068;land;175;203;30;2202.06;927.18;hills
PRV002069;land;92;80;175;2206.24;982.09;plains
PRV002070;land;145;64;17;1131.96;452.87;hills
PRV002071;land;84;233;123;1112.86;428.55;hills
PRV002072;land;172;73;12;1118.02;471.97;hills
PRV002073;land;84;251;138;1158.13;471.59;hills
PRV002074;land;62;43;227;1148.67;461.12;hills
PRV002075;land;144;162;247;2042.83;193.05;forest
PRV002076;land;186;34;77;2054.47;173.09;plains
PRV002077;land;236;250;177;2109.41;224.73;forest
PRV002078;land;173;127;47;2146.15;215.09;plains
PRV002079;land;3;134;143;2136.95;257.32;urban
PRV002080;land;248;27;11;2056.65;222.93;forest
PRV002081;land;156;89;134;2081.69;203.85;forest
PRV002082;land;2;117;11;2108.62;276.12;urban
PRV002083;land;99;248;165;2070.59;258.8;forest
PRV002084;land;151;221;241;266.37;52.04;forest
PRV002085;land;157;154;32;222.53;71.95;forest
PRV002086;land;96;21;243;201.5;31.32;forest
PRV002087;land;178;106;200;235.46;18.8;forest
PRV002088;land;46;75;203;282.35;18.82;forest
PRV002089;land;237;26;36;550.71;493.68;plains
PRV002090;land;129;127;203;584.14;483.38;plains
PRV002091;land;5;44;215;534.4;425.86;plains
PRV002092;land;238;188;109;560.08;449.64;plains
PRV002093;land;66;247;225;506.87;502.08;plains
PRV002094;land;203;11;132;519.98;463.95;plains
PRV002095;land;50;229;47;888.81;357.56;forest
PRV002096;land;252;39;255;826.93;357.36;mountain
PRV002097;land;40;26;186;836.3;320.57;forest
PRV002098;land;66;111;27;802.49;353.72;mountain
PRV002099;land;122;147;170;869.13;375.28;forest
PRV002100;land;254;76;209;811.94;387.43;mountain
PRV002101;land;105;27;237;840.61;397.45;mountain
PRV002102;land;4;37;129;849.17;343.09;mountain
PRV002103;land;122;243;150;865.58;315.82;forest
PRV002104;land;180;168;170;844.85;372.78;mountain
PRV002105;land;144;238;127;785.41;380.08;mountain
PRV002106;land;69;118;120;877.82;339.14;forest
PRV002107;land;155;90;55;800.47;330.78;mountain
PRV002108;land;246;117;53;1216.88;234.83;hills
PRV002109;land;91;58;47;1139.26;279.25;urban
PRV002110;land;192;117;38;1192.99;260.47;urban
PRV002111;land;227;171;118;1229.47;267.47;urban
PRV002112;land;111;21;164;1187.46;287.36;urban
PRV002113;land;228;104;115;1121.27;266.64;hills
PRV002114;land;70;203;198;1213.9;296.77;urban
PRV002115;land;112;116;201;1120.67;236.07;hills
PRV002116;land;28;208;3;1144.46;250.31;hills
PRV002117;land;42;86;136;1164.15;272.57;urban
PRV002118;land;45;81;106;1149.95;213.01;hills
PRV002119;land;225;29;169;1176.58;233.76;hills
PRV002120;land;239;13;131;100.35;146.65;forest
PRV002121;land;63;122;137;25.03;130.98;forest
PRV002122;land;35;168;142;103.21;176.03;plains
PRV002123;land;233;59;73;95.01;112.84;forest
PRV002124;land;76;103;160;11.83;83.05;forest
PRV002125;land;194;100;197;60.6;157.25;plains
PRV002126;land;219;101;177;60.2;185.78;plains
PRV002127;land;134;252;171;37.05;109.87;forest
PRV002128;land;176;193;31;81.48;189.31;plains
PRV002129;land;146;212;200;39.15;76.65;forest
PRV002130;land;5;238;181;81.44;137.13;forest
PRV002131;land;105;11;137;41.63;193.76;plains
PRV002132;land;231;206;2;12.21;183.53;plains
PRV002133;land;197;64;177;38.87;149.03;plains
PRV002134;land;89;178;145;7.86;120.77;forest
PRV002135;land;204;117;147;35.88;173.27;plains
PRV002136;land;250;128;246;66.43;99.9;forest
PRV002137;land;115;95;98;59.02;129.34;forest
PRV002138;land;195;94;93;79.85;167.25;plains
PRV002139;land;94;211;41;12.24;155.82;plains
PRV002140;land;148;89;46;2406.3;1119.7;mountain
PRV002141;land;238;34;117;2450.4;1047.52;mountain
PRV002142;land;173;12;128;2416.35;1084.03;mountain
PRV002143;land;175;154;24;2436.86;1177.98;hills
PRV002144;land;156;46;238;2439.25;1119.42;mountain
PRV002145;land;89;210;228;2465.19;1137.69;plains
PRV002146;land;218;29;202;2431.45;1150.42;mountain
